% data_file
@RELATION entity

@attribute Checked {Yes,No,Y,N}
@attribute Sentence string
@attribute Marked {Y,N}
@attribute By string
@attribute Speaker string
@attribute Party {R,D}
@attribute DebateId numeric
@attribute ID numeric
@attribute Id_1 numeric
@ATTRIBUTE entype_PERSON NUMERIC
@ATTRIBUTE entype_LOCATION NUMERIC
@ATTRIBUTE entype_ORGANIZATION NUMERIC
@ATTRIBUTE entype_MISC NUMERIC
@ATTRIBUTE entype_MONEY NUMERIC
@ATTRIBUTE entype_NUMBER NUMERIC
@ATTRIBUTE entype_ORDINAL NUMERIC
@ATTRIBUTE entype_PERCENT NUMERIC
@ATTRIBUTE entype_DATE NUMERIC
@ATTRIBUTE entype_TIME NUMERIC
@ATTRIBUTE entype_DURATION NUMERIC
@ATTRIBUTE entype_SET NUMERIC
@ATTRIBUTE class_label_1 {0, 1}

@DATA
No,'And he got on a plane and he flew back to my mother and me.',?,None,CRUZ,R,8,730,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I would also note that the scripture tells us, \"you shall know them by their fruit.\"',?,None,CRUZ,R,8,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We see lots of \"campaign conservatives.\"',?,None,CRUZ,R,8,732,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But if we\'re going to win in 2016, we need a consistent conservative, someone who has been a fiscal conservative, a social conservative, a national security conservative.',?,None,CRUZ,R,8,732,2,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'There are real differences among the candidates on issues like amnesty, like Obamacare, like religious liberty, like life and marriage.',?,None,CRUZ,R,8,733,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I have been proud to fight and stand for religious liberty, to stand against Planned Parenthood, to defend life for my entire career.',?,None,CRUZ,R,8,733,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I will be proud to continue to do so as president of the United States.',?,None,CRUZ,R,8,734,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'Well, Megyn, my father was a mailman.',?,None,KASICH,R,8,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'His father was a coal miner.',?,None,KASICH,R,8,737,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'My mother\'s mother could barely speak English.',?,None,KASICH,R,8,737,2,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'And their son today stands on this podium in the great state of Ohio not only as the governor, but a candidate for president of the United States.',?,None,KASICH,R,8,737,3,0,3,0,0,0,0,0,0,1,0,0,0,0
No,'I do believe in miracles.',?,None,KASICH,R,8,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, I\'ve had a lot of elections.',?,None,KASICH,R,8,739,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But my elections are really not about campaigns.',?,None,KASICH,R,8,739,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I tell my people that these are about a movement.',?,None,KASICH,R,8,739,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And a movement to do what?',?,None,KASICH,R,8,739,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'To restore common sense.',?,None,KASICH,R,8,739,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'A movement to do things like provide economic growth.',?,None,KASICH,R,8,739,6,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And a movement not to let anybody be behind.',?,None,KASICH,R,8,739,7,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, today the country is divided.',?,None,KASICH,R,8,740,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'You asked a question about the police and the difficulty in communities.',?,None,KASICH,R,8,740,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'ve got to unite our country again, because we\'re stronger when we are united and we are weaker when we are divided.',?,None,KASICH,R,8,740,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And we\'ve got to listen to other people\'s voices, respect them, but keep in mind, and I believe in terms of the things that I\'ve read in my lifetime, the lord is not picking us.',?,None,KASICH,R,8,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But because of how we respect human rights, because that we are a good force in the world, he wants America to be strong.',?,None,KASICH,R,8,741,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'He wants America to succeed.',?,None,KASICH,R,8,742,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'And he wants America to lead.',?,None,KASICH,R,8,742,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'And nothing is more important to me than my family, my faith, and my friends.',?,None,KASICH,R,8,742,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, first, let me say I think God has blessed us.',?,None,RUBIO,R,8,752,0,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'He has blessed the Republican Party with some very good candidates.',?,None,RUBIO,R,8,752,1,0,0,2,0,0,0,0,0,0,0,0,0,0
No,'The Democrats can\'t even find one.',?,None,RUBIO,R,8,752,2,0,0,0,1,0,1,0,0,0,0,0,0,0
No,'And I believe God has blessed our country.',?,None,RUBIO,R,8,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'This country has been extraordinarily blessed.',?,None,RUBIO,R,8,755,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And we have honored that blessing.',?,None,RUBIO,R,8,755,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that\'s why God has continued to bless us.',?,None,RUBIO,R,8,755,3,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'And he has blessed us with young men and women willing to risk their lives and sometimes die in uniform for the safety and security of our people.',?,None,RUBIO,R,8,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Unfortunately today we have a VA that does not do enough for them.',?,None,RUBIO,R,8,757,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I am proud that last year we helped change the law.',?,None,RUBIO,R,8,757,1,0,0,0,0,0,0,0,0,2,0,0,0,0
No,'We changed the law to give the power to the VA secretary the ability to fire any executive that isn\'t doing their job.',?,None,RUBIO,R,8,757,2,0,0,1,0,0,0,0,0,0,0,0,0,0
No,'And it is outrageous they\'ve only fired one person to date.',?,None,RUBIO,R,8,758,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'When I\'m president of the United States, we\'re going to have a VA that cares more about our veterans than about the bureaucrats who work at the VA.',?,None,RUBIO,R,8,758,1,0,3,1,0,0,0,0,0,0,0,0,0,0
No,'Well, I think the bully pulpit is a wonderful place to start healing that divide.',?,None,CARSON,R,8,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, we have the purveyors of hatred who take every single incident between people of two races and try to make a race war out of it, and drive wedges into people.',?,None,CARSON,R,8,761,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'And this does not need to be done.',?,None,CARSON,R,8,761,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'What we need to think about instead -- you know, I was asked by an NPR reporter once, why don\'t I talk about race that often.',?,None,CARSON,R,8,762,0,0,0,1,0,0,0,0,0,1,0,0,0,0
No,'I said it\'s because I\'m a neurosurgeon.',?,None,CARSON,R,8,762,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And she thought that was a strange response.',?,None,CARSON,R,8,762,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And you say -- I said, you see, when I take someone to the operating room, I\'m actually operating on the thing that makes them who they are.',?,None,CARSON,R,8,762,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The skin doesn\'t make them who they are.',?,None,CARSON,R,8,762,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'The hair doesn\'t make them who they are.',?,None,CARSON,R,8,762,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And it\'s time for us to move beyond that.',?,None,CARSON,R,8,762,6,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Because --',?,None,CARSON,R,8,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'-- our strength as a nation comes in our unity.',?,None,CARSON,R,8,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We are the United States of America, not the divided states.',?,None,CARSON,R,8,766,1,0,4,0,0,0,0,0,0,0,0,0,0,0
No,'And those who want to divide us are trying to divide us, and we shouldn\'t let them do it.',?,None,CARSON,R,8,766,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, tonight we hear about what people want to do.',?,None,KASICH,R,8,769,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I want to tell you what I\'ve done.',?,None,KASICH,R,8,769,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I was a member of the Armed Services Committee for 18 years.',?,None,KASICH,R,8,769,2,0,0,3,0,0,0,0,0,0,0,2,0,0
No,'I spent a big chunk of my life studying national security issues and our role in the world.',?,None,KASICH,R,8,769,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,No.,?,None,KASICH,R,8,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,2,?,None,KASICH,R,8,770,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'I was the chairman of the House Budget Committee and one of the chief architects the last time we balanced a budget, and it was the first time we had done it since man walked on the moon.',?,None,KASICH,R,8,770,2,0,0,3,0,0,1,1,0,0,0,0,0,0
No,'We had a $5 trillion surplus and we cut taxes.',?,None,KASICH,R,8,770,3,0,0,0,0,3,0,0,0,0,0,0,0,0
No,'I spent ten years in the private sector, actually learning how business works.',?,None,KASICH,R,8,771,0,0,0,0,0,0,0,0,0,0,0,2,0,0
No,'And now I\'m the governor of Ohio, and I inherited a state that was on the brink of dying.',?,None,KASICH,R,8,771,1,0,1,0,0,0,0,0,0,1,0,0,0,0
No,'And we turned it all around with jobs and balanced budgets and rising credit and tax cuts, and the state is unified, and people have hope again in Ohio.',?,None,KASICH,R,8,771,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Well, thank you, Megyn.',?,None,CHRISTIE,R,8,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Listen, I was born into a middle class family in New Jersey.',?,None,CHRISTIE,R,8,774,1,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'My dad came home from serving in the Army after having lost his father, worked in the Breyers ice cream plant in Newark, New Jersey.',?,None,CHRISTIE,R,8,774,2,0,3,1,0,0,0,0,0,0,0,0,0,0
No,'Was the first person to graduate from college.',?,None,CHRISTIE,R,8,774,3,0,0,0,0,0,0,1,0,0,0,0,0,0
No,'He put himself through college at night.',?,None,CHRISTIE,R,8,774,4,0,0,0,0,0,0,0,0,0,1,0,0,0
No,'My mom was a secretary.',?,None,CHRISTIE,R,8,774,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I was appointed United States attorney on September 10, 2001.',?,None,CHRISTIE,R,8,775,0,0,2,0,0,0,0,0,0,4,0,0,0,0
No,'And I spent the next seven years of my career fighting terrorism and putting terrorists in jail.',?,None,CHRISTIE,R,8,775,1,0,0,0,0,0,0,0,0,3,0,1,0,0
No,'I\'m a conservative, pro-life governor in a state where it is really tough to be both.',?,None,CHRISTIE,R,8,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'A state like New Jersey, with lots of Democrats, but still we cut taxes, we balanced budgets.',?,None,CHRISTIE,R,8,776,1,0,2,0,1,0,0,0,0,0,0,0,0,0
No,'We fought the teacher\'s union.',?,None,CHRISTIE,R,8,776,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'This president has had weak leadership, which has led to bad choices.',?,None,CHRISTIE,R,8,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have got to stop worrying about being loved and start worrying about being respected.',?,None,CHRISTIE,R,8,777,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And that\'s exactly how I\'ll lead our country.',?,None,CHRISTIE,R,8,777,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m a different kind of Republican.',?,None,PAUL,R,8,780,0,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'I\'ve introduced a five-year balanced budget.',?,None,PAUL,R,8,780,1,0,0,0,0,0,0,0,0,0,0,1,0,0
No,'I\'ve introduced the largest tax cut in our history.',?,None,PAUL,R,8,780,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I stood for ten and a half hours on the Senate floor to defend your right to be left alone.',?,None,PAUL,R,8,780,3,0,0,1,0,0,1,0,0,0,0,1,0,0
No,'But I\'ve also gone to Chicago.',?,None,PAUL,R,8,782,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ve gone to Detroit.',?,None,PAUL,R,8,782,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I\'ve been to Ferguson, I\'ve been to Baltimore, because I want our party to be bigger, better and bolder, and I\'m the only one that leads Hillary Clinton in five states that were won by President Obama.',?,None,PAUL,R,8,782,2,4,1,0,0,0,2,0,0,0,0,0,0,0
No,'I\'m a different kind of Republican.',?,None,PAUL,R,8,782,3,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'Thank you.',?,None,RUBIO,R,8,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'You know, both of my parents were born into poor families on the island of Cuba.',?,None,RUBIO,R,8,785,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'They came to America because it was the only place where people like them could have a chance.',?,None,RUBIO,R,8,785,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Here in this country, they never made it big, but the very purpose of their life was to give us the chance to do all the things they never could.',?,None,RUBIO,R,8,785,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'My father was a bartender.',?,None,RUBIO,R,8,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And the journey from the back of that bar to this stage tonight, to me, that is the essence of the American dream.',?,None,RUBIO,R,8,786,1,0,0,0,1,0,0,0,0,1,0,0,0,0
No,'It is what makes our nation different.',?,None,RUBIO,R,8,786,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I\'m running for president because I want that to still be possible for the people trying to do that now.',?,None,RUBIO,R,8,786,3,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'I run for president because I believe that we can\'t just save the American dream; we can expand it to reach more people and change more lives than ever before.',?,None,RUBIO,R,8,786,4,0,0,0,1,0,0,0,0,0,0,0,0,0
No,'And that\'s why I\'m asking for your vote.',?,None,RUBIO,R,8,786,5,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'So we can make America greater than it has ever been.',?,None,RUBIO,R,8,786,6,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'And make this century a new American century.',?,None,RUBIO,R,8,786,7,0,0,0,1,0,0,0,0,2,0,1,0,0
No,'If I\'m elected president, let me tell you about my first day in office.',?,None,CRUZ,R,8,790,0,0,0,0,0,0,0,0,0,2,0,0,0,0
No,'The first thing I intend to do is to rescind every illegal and unconstitutional executive action taken by Barack Obama.',?,None,CRUZ,R,8,790,1,2,0,0,0,0,0,1,0,0,0,0,0,0
No,'The next thing I intend to do is instruct the Department of Justice to open an investigation into these videos and to prosecute Planned Parenthood for any criminal violations.',?,None,CRUZ,R,8,792,0,0,0,3,0,0,0,0,0,0,0,0,0,0
No,'The next thing I intend to do is instruct the Department of Justice and the IRS to start (sic) persecuting religious liberty, and then intend to cancel the Iran deal, and finally move the U.S. embassy in Israel to Jerusalem.',?,None,CRUZ,R,8,794,0,0,4,4,0,0,0,0,0,0,0,0,0,0
No,'c (APPLAUSE)',?,None,CRUZ,R,8,794,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I will keep my word.',?,None,CRUZ,R,8,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'My father fled Cuba, and I will fight to defend liberty because my family knows what it\'s like to lose it.',?,None,CRUZ,R,8,795,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Well, I haven\'t said anything about me being the only one to do anything, so let me try that.',?,None,CARSON,R,8,797,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'I\'m the only one to separate siamese twins...',?,None,CARSON,R,8,798,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'The -- the only one to operate on babies while they were still in mother\'s womb, the only one to take out half of a brain, although you would think, if you go to Washington, that someone had beat me to it.',?,None,CARSON,R,8,800,0,0,1,0,0,0,2,0,0,0,0,0,0,0
No,'But I -- but I\'m very hopeful that I\'m not the only onel who\'s willing to pick up the baton of freedom, because freedom is not free, and we must fight for it every day.',?,None,CARSON,R,8,802,0,0,0,0,0,0,0,0,0,0,0,0,2,0
No,'Every one of us must fight for it, because we\'re fighting for our children and the next generation.',?,None,CARSON,R,8,802,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'It seems like this election has been a whole lot about a person who\'s very high in the polls, that doesn\'t have a clue about how to govern.',?,None,HUCKABEE,R,8,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'A person who has been filled with scandals, and who could not lead, and, of course, I\'m talking about Hillary Clinton.',?,None,HUCKABEE,R,8,806,0,2,0,0,0,0,0,0,0,0,0,0,0,0
No,'I think America...',?,None,HUCKABEE,R,8,808,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'...is in trouble, but it\'s not beyond repair.',?,None,HUCKABEE,R,8,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But it\'s going to take leadership who sees the greatness of this country, and who believes that once again we can be one nation, under God.',?,None,HUCKABEE,R,8,810,1,0,0,0,0,0,1,0,0,1,0,0,0,0
No,'I\'ll be my best to do that, and thank you for your support.',?,None,HUCKABEE,R,8,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,Thanks.,?,None,WALKER,R,8,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m guy with a wife and two kids, and Harley.',?,None,WALKER,R,8,815,0,1,0,0,0,0,1,0,0,0,0,0,0,0
No,'One article called me \"aggressively normal.\"',?,None,WALKER,R,8,815,1,0,0,0,0,0,1,0,0,0,0,0,0,0
No,'I ran for governor because I was worried about my kids\' future.',?,None,WALKER,R,8,816,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No,'Then, I took on the big government union bosses, and we won.',?,None,WALKER,R,8,816,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They tried to recall me, and we won.',?,None,WALKER,R,8,816,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'They target us again, and we won.',?,None,WALKER,R,8,816,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We balanced the budget, cut taxes, and turned our state around with big, bold reforms.',?,None,WALKER,R,8,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'It wasn\'t too late for Wisconsin, and it\'s not too late for America.',?,None,WALKER,R,8,818,0,0,2,0,0,0,0,0,0,0,0,0,0,0
No,'That\'s why I ask for your vote.',?,None,WALKER,R,8,818,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Here\'s what I believe.',?,None,BUSH,R,8,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I believe we\'re at the verge of the greatest time to be alive in this world.',?,None,BUSH,R,8,820,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'But Washington is holding us back.',?,None,BUSH,R,8,821,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'How we tax, how we regulate.',?,None,BUSH,R,8,821,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re not embracing the energy revolution in our midst, a broken immigration system that has been politicized rather than turning it into an economic driver.',?,None,BUSH,R,8,821,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We\'re not protecting and preserving our entitlement system or reforming for the next generation.',?,None,BUSH,R,8,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'All these things languish while we have politicians in Washington using these as wedge issues.',?,None,BUSH,R,8,822,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'Here\'s my commitment to you, because I did it as Florida.',?,None,BUSH,R,8,823,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We can fix these things.',?,None,BUSH,R,8,823,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We can grow economically and restore America\'s leadership in the world, so that everybody has a chance to rise up.',?,None,BUSH,R,8,823,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'I humbly ask for your vote, whenever you\'re gonna get to vote, whenever the primary is.',?,None,BUSH,R,8,823,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Thank you all very much.',?,None,BUSH,R,8,823,4,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our country is in serious trouble.',?,None,TRUMP,R,8,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We don\'t win anymore.',?,None,TRUMP,R,8,825,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We don\'t beat China in trade.',?,None,TRUMP,R,8,826,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We don\'t beat Japan, with their millions and millions of cars coming into this country, in trade.',?,None,TRUMP,R,8,826,1,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We can\'t beat Mexico, at the border or in trade.',?,None,TRUMP,R,8,826,2,0,1,0,0,0,0,0,0,0,0,0,0,0
No,'We can\'t do anything right.',?,None,TRUMP,R,8,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our military has to be strengthened.',?,None,TRUMP,R,8,827,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Our vets have to be taken care of.',?,None,TRUMP,R,8,827,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have to end Obamacare, and we have to make our country great again, and I will do that.',?,None,TRUMP,R,8,827,3,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'Thank you.',?,None,TRUMP,R,8,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'Well, good evening.',?,None,CLINTON,D,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And I want to thank the Congressional Black Caucus Institute and the people of Charleston for hosting us here on the eve of Martin Luther King Day tomorrow.',?,None,CLINTON,D,9,3,1,0,1,4,0,0,0,0,0,5,0,0,0,0
No,'You know, I remember well when my youth minister took me to hear Dr. King.',?,None,CLINTON,D,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No,'I was a teenager.',?,None,CLINTON,D,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'And his moral clarity, the message that he conveyed that evening really stayed with me and helped to set me on a path to service.',?,None,CLINTON,D,9,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0
No,'I also remember that he spent the last day of his life in Memphis, fighting for dignity and higher pay for working people.',?,None,CLINTON,D,9,4,3,0,1,0,0,0,0,0,0,3,0,0,0,0
No,'And that is our fight still.',?,None,CLINTON,D,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have to get the economy working and incomes rising for everyone, including those who have been left out and left behind.',?,None,CLINTON,D,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We have to keep our communities and our country safe.',?,None,CLINTON,D,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'We need a president who can do all aspects of the job.',?,None,CLINTON,D,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I understand that this is the hardest job in the world.',?,None,CLINTON,D,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,'I\'m prepared and ready to take it on and I hope to earn your support to be the nominee of the Democratic Party and the next president of the United States.',?,None,CLINTON,D,9,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0
